triplet_id,is_contam,error_type,subject,predicate,object,n_evidence,verdict,confidence,caught
2f9d06bc-52b6-57bd-bb95-e6eed533e8bb,1,propagated_entity_disambiguation,Halsey,is,film actress,1,UNSUPPORTED,0.15,1
f8c7e6e8-9dec-5975-a308-24bab2ee972c,1,qualifier_loss,2015–16 Iona Gaels men's basketball team,defeated,"Canisius, Siena",7,UNSUPPORTED,0.15,1
e795e600-64f2-5687-9f57-4545fddfb9d2,1,entity_disambiguation,On Tour Forever,production_quantity,National Basketball Association,4,UNSUPPORTED,0.95,1
c5d04d94-973d-5712-b06c-30b466dd131a,1,qualifier_loss,John André,died_on,1780,5,UNCERTAIN,0.65,0
a4f84a41-da9e-525d-ba56-0f00c19b49f1,1,propagated_qualifier_loss,Torstein Ellingsen,born_in,1966,9,UNCERTAIN,0.65,0
16e149bb-e453-5af5-bc0c-94bcd4f7e4dd,1,propagated_entity_disambiguation,Hawker Hurricane,predominantly_built_by,Halina Reijn,9,SUPPORTED,0.95,0
15bfaf01-1fd0-55f9-ae57-67aa57d9d63c,1,propagated_entity_disambiguation,Salma Hayek,came_to_prominence,Wild Wild West,9,SUPPORTED,0.95,0
6503bc73-81f2-51e6-b9bd-2e16202456f0,1,qualifier_loss,Mike Gundy,became_on,January 3,9,UNSUPPORTED,0.05,1
trex_41412,1,relation_strengthening,John Sealey,leader of sports team,Liverpool,9,UNSUPPORTED,0.05,1
c2acb78c-41de-51ae-80b1-891f2548b122,1,entity_disambiguation,Tom Clancy,died_on,"October 14, 1977",6,UNSUPPORTED,0.95,1
4559a5b3-14db-5853-a97c-6946fc097e15,1,propagated_qualifier_loss,Mike Gundy,became_on,January 3,9,UNSUPPORTED,0.05,1
7862e616-e033-51c1-8528-abd043f630d5,1,propagated_entity_disambiguation,Tom Clancy,died_on,"October 14, 1977",9,UNSUPPORTED,0.95,1
cce8549e-a42f-559f-85b3-604e964a3535,1,qualifier_loss,New York State Route 9R,located_in,northeastern Albany County,9,UNCERTAIN,0.45,0
ac1ef6e1-bc71-527b-9812-8deb2eb9ecac,1,propagated_qualifier_loss,Sierra Academy of Aeronautics,operates_training_facility_at,former Castle Air Force Base in Atwater,8,SUPPORTED,0.99,0
trex_34269,1,entity_disambiguation,Metropolitan Cathedral,located in the administrative territorial entity,Arizona,9,UNSUPPORTED,0.15,1
17259581-f2b1-5c81-add2-411daf0b962d,1,propagated_qualifier_loss,Sierra Academy of Aeronautics,operates_training_facility_at,former Castle Air Force Base in Atwater,8,SUPPORTED,0.95,0
78a5c925-3cab-507c-8454-e871cc034a8a,1,entity_disambiguation,Franco Corelli,associated_in_particular_with,Moscow State University,9,UNSUPPORTED,0.95,1
4b3526f5-a2a8-5436-a62a-60bc435cb8e9,1,qualifier_loss,Jalen Jones,born_on,May 27,7,UNSUPPORTED,0.05,1
1d1fa31d-7802-5f25-bc25-4c9de86cbf61,1,propagated_qualifier_loss,New York State Route 9R,has_remained,largely unchanged,9,UNCERTAIN,0.45,0
dd92b5fc-cbe5-56e1-9aae-dd64e6c87956,1,entity_disambiguation,Apratim Majumdar,born_in,Scottish Highlands,6,UNSUPPORTED,0.95,1
c121f5ff-103e-57e4-9f7e-ff133126d99f,1,entity_disambiguation,Ethel Houbiers,voice_of,Penélope Cruz,3,SUPPORTED,0.99,0
47f2326a-6955-5a26-9886-b34090239e51,1,entity_disambiguation,Laurie Metcalf,played_role,Dr. Jenna James,9,SUPPORTED,1.0,0
551ce0e5-d7f5-5232-8ff3-0efe7696612e,1,entity_disambiguation,Laurie Metcalf,played_role,Jackie Harris,9,UNSUPPORTED,0.15,1
trex_10675,1,entity_disambiguation,Salma Hayek,occupation,scholar,9,UNSUPPORTED,0.95,1
46ff3ad4-a915-5944-9aa1-a43c923e08f9,1,entity_disambiguation,2015–16 Iowa State Cyclones men's basketball team,represents,Detroit Pistons,3,UNSUPPORTED,0.05,1
1fb87ba7-ba4c-53ee-98f3-ba705502253b,1,propagated_entity_disambiguation,Apratim Majumdar,born_in,Scottish Highlands,9,UNSUPPORTED,0.05,1
5fa89ab5-e2ce-5d47-ba22-de1c25db9f0a,1,qualifier_loss,New York State Route 9R,was_partially_replaced,NY 470,9,UNSUPPORTED,0.05,1
2c1266f6-d5de-56ac-9a2b-31d03fc88094,1,propagated_entity_disambiguation,Laurie Metcalf,played_role,Jackie Harris,9,UNSUPPORTED,0.95,1
53fa9a95-30aa-5e73-9ead-2ed075229c3d,1,propagated_qualifier_loss,New York State Route 9R,was_partially_replaced,NY 470,9,UNSUPPORTED,0.05,1
3775894f-4eaf-5862-a23a-f7a5ca0c225a,1,propagated_entity_disambiguation,Naval Submarine Base New London,located_in,Baraki Barak District,9,SUPPORTED,0.95,0
c85908a8-2da0-5662-88a3-52eb0d5dd943,1,propagated_entity_disambiguation,Halsey,is,film actress,1,UNSUPPORTED,0.15,1
07bb121f-149e-5bb2-b845-c33f16ac5b02,1,propagated_qualifier_loss,Torstein Ellingsen,born_in,1966,2,UNSUPPORTED,0.05,1
6dc6f8b0-5cb5-54b6-919d-aa4263f3ae9e,1,propagated_qualifier_loss,Sierra Academy of Aeronautics,operates_training_facility_at,former Castle Air Force Base in Atwater,2,UNCERTAIN,0.45,0
09dc9b64-b773-5d6a-9666-907b449ef5ff,1,propagated_entity_disambiguation,Halsey,is,film actress,3,SUPPORTED,0.95,0
cb07f5fe-2d61-56c9-b18b-435328eced49,1,qualifier_loss,Lady Charlotte Elliot,died_on,1880,3,UNCERTAIN,0.2,1
5d4bd4c7-1e4f-5018-8a97-ce502970955f,1,entity_disambiguation,Florida Senate,meets_at,impala,4,UNSUPPORTED,0.95,1
5008c3e0-18e0-5a45-94c3-ac3cf85a9baa,1,propagated_entity_disambiguation,Hawker Hurricane,predominantly_built_by,Halina Reijn,4,SUPPORTED,0.95,0
08e6da12-f924-5fb8-a5d4-8293ac070cd5,1,propagated_entity_disambiguation,Cairnburgh Castle,is_situated_on,hill,4,SUPPORTED,1.0,0
2687459e-b187-58fe-bb5b-5db0d0f233a1,1,propagated_entity_disambiguation,Halsey,has_signed_as,film actress,3,SUPPORTED,0.85,0
4b1f0eac-2f9d-571d-a417-fa93c4783ab3,1,propagated_entity_disambiguation,Halsey,is,film actress,3,SUPPORTED,1.0,0
b5f70b25-6e40-508f-b927-b157d3ea0e9b,1,propagated_qualifier_loss,Lady Charlotte Elliot,died_on,1880,4,UNSUPPORTED,0.15,1
trex_23235,1,entity_disambiguation,Scream 2,genre,folk rock,4,UNSUPPORTED,0.05,1
1b0ad4d6-2480-53e0-9f1a-11a4ce01b1cc,1,propagated_entity_disambiguation,On Tour Forever,produced_in_quantity_for,National Basketball Association,4,UNSUPPORTED,0.95,1
c8ede7b8-a12f-5808-a80f-969d8d3a7ad5,1,entity_disambiguation,African buffalo,has_ancestry,Koch Industries,4,UNSUPPORTED,0.98,1
684f3b6a-7a6b-5e48-b466-a54dfdc5badd,1,propagated_qualifier_loss,Sierra Academy of Aeronautics,operates_training_facility_at,former Castle Air Force Base in Atwater,4,SUPPORTED,1.0,0
944e7dfd-856d-514b-9cf9-9dee70546707,1,entity_disambiguation,Beer Wars,about,a rich Manhattan socialite who became a Christian,3,UNSUPPORTED,0.05,1
trex_11244,1,entity_disambiguation,Santa Cruz River,located in the administrative territorial entity,The Bahamas,4,UNSUPPORTED,0.15,1
0faeee93-b2ca-5c79-b433-372f38f0c53c,1,propagated_qualifier_loss,Sierra Academy of Aeronautics,operates_training_facility_at,former Castle Air Force Base in Atwater,4,SUPPORTED,1.0,0
4a74dee0-5113-55c8-9a0d-75e4751d3d49,1,entity_disambiguation,Blues Traveler,genre,soul,4,SUPPORTED,0.95,0
ceba4a4b-7a21-5f5d-a5dd-5b4e0a1201e4,1,entity_disambiguation,2015–16 Iona Gaels men's basketball team,finished_season,a drama series,4,UNSUPPORTED,0.95,1
43c9febe-8233-5eab-b2c5-683b4158eb95,1,entity_disambiguation,Fastjet Tanzania,sold_seats,Stone Brewing Co.,4,UNSUPPORTED,0.95,1
3a83731e-393d-51d1-b5d1-de1349871400,1,entity_disambiguation,Sergei Aleksandrovich Tokarev,occupation,short_story_writer,4,UNSUPPORTED,0.15,1
0e63311c-3938-56fb-87f2-8dbc017b0efc,1,propagated_entity_disambiguation,Ethel Houbiers,voice_of,Penélope Cruz,4,SUPPORTED,1.0,0
19d54c20-fddd-5e77-b296-8fda18cf9b38,1,propagated_entity_disambiguation,Baraki Barak District,situated_in,Logar Province,4,UNCERTAIN,0.45,0
3c1e91fe-8b73-5e68-a57e-df7619441aaf,1,propagated_entity_disambiguation,Naval Submarine Base New London,located_in,Baraki Barak District,4,SUPPORTED,1.0,0
9369ba61-d90a-583e-a63c-255136b5197c,1,propagated_entity_disambiguation,Baraki Barak District,situated_in,Logar Province,2,SUPPORTED,1.0,0
0b1d6b32-ae55-5770-8113-7ddefcc9cbd8,1,entity_disambiguation,Dennis Rodman,known_for,deep_weighty_sound,4,UNSUPPORTED,0.95,1
12ab65f7-e9dc-5dd8-8572-ffa552b11601,1,propagated_entity_disambiguation,Naval Submarine Base New London,located_in,Baraki Barak District,4,SUPPORTED,1.0,0
e02317d7-24e2-5d9b-af27-769850d4f1d9,1,qualifier_loss,Lady Charlotte Elliot,born_in,"Farnell, Angus",3,UNSUPPORTED,0.15,1
4b492c1f-c512-578a-92df-83884d6aa7ab,1,entity_disambiguation,Mwabvi Wildlife Reserve,has_habitats,Brachystegia woodland,4,UNCERTAIN,0.45,0
39a93268-a62e-5509-a3cd-1492a2171321,0,clean,Hawker Hurricane,operated_in,Battle of Britain,2,UNSUPPORTED,0.15,1
cea46544-21b6-5a79-857f-74c3930de3ed,0,clean,Wild Mountain Thyme,lyrics_and_melody_are_a_variant_of,The Braes of Balquhither,9,UNSUPPORTED,0.15,1
f848d2b6-b554-5ee3-8d74-4a842ed206ae,0,clean,Franco Corelli,born_on,8 April 1921,9,UNCERTAIN,0.35,1
854116be-6400-5c64-92b2-36e75ff82f59,0,clean,The Many Adventures of Winnie the Pooh,released_with,The Littlest Horse Thieves,4,UNSUPPORTED,0.05,1
056d5d4a-b479-5beb-ae24-b15662d52ee1,0,clean,A Pair of Brown Eyes,is_single_by,The Pogues,4,UNCERTAIN,0.45,0
df46e175-c166-59ec-af14-9addd2593e8f,0,clean,Apratim Majumdar,nationality,Indian,6,UNCERTAIN,0.65,0
ebf449b0-fbf1-5c62-b0ff-79dd3d0e57d7,0,clean,Isabella Kelly,born_in,Cairnburgh Castle,3,SUPPORTED,0.95,0
b0db4aef-a4ce-5b78-bf18-7a3dd73e727b,0,clean,Nusretiye Mosque,built_in,1823-1826,4,UNCERTAIN,0.45,0
aa005f0f-615d-5acf-abb0-1faaa2f508f8,0,clean,Calibanus,now_separated_from,Agavoideae,9,UNSUPPORTED,0.15,1
9d3c53fc-933e-5c5d-a69a-33d71c5bf079,0,clean,Naval Submarine Base New London,also_known_as,Home of the Submarine Force,2,UNCERTAIN,0.45,0
trex_5780,0,clean,Oak Creek Canyon,located in the administrative territorial entity,Arizona,9,UNCERTAIN,0.35,1
a53f64ec-921e-55bf-9ab5-a93d2cf8ddf7,0,clean,Sergei Aleksandrovich Tokarev,occupation,historian,9,UNCERTAIN,0.65,0
89278a2f-8eae-582c-a01e-55795cf4f837,0,clean,Apratim Majumdar,born_in,1978,4,UNSUPPORTED,0.15,1
ab5759b6-5bde-5fdd-85a6-72a73b3c591f,0,clean,Florida Senate,upper_house_of,legislature_of_Florida,4,SUPPORTED,0.85,0
3a8c6094-3bf5-5275-9f77-52c6ef2e7d45,0,clean,Mwabvi Wildlife Reserve,has_species,nyala,4,UNSUPPORTED,0.15,1
49bd1d82-d79b-547f-bc61-1e0c8fe925e7,0,clean,Laurie Metcalf,appeared_in_film,Scream 2,4,SUPPORTED,0.99,0
04c6d40a-9cf3-59e0-beb5-1a22b398cf05,0,clean,Mike Gundy,has_brother,Joseph Cale Gundy,9,SUPPORTED,0.95,0
560f26ad-bf88-5a4a-a2b9-e0b2467ed363,0,clean,On Tour Forever,released_in,1992,4,UNCERTAIN,0.35,1
352efc9f-79c7-55d4-b1f5-eb0b3589fc36,0,clean,Beer Wars,covers,independent_electronic_music_scene,4,UNSUPPORTED,0.15,1
trex_13437,0,clean,Sergey Karpov,employer,Moscow State University,9,UNSUPPORTED,0.05,1
965f48a9-8b3e-5996-b048-6465095d528b,0,clean,A Pair of Brown Eyes,composed_by,Shane MacGowan,4,UNCERTAIN,0.45,0
adf0c210-f0a5-5d07-b079-49541e8778cb,0,clean,Sergei Aleksandrovich Tokarev,died_in,1985-04-19,9,UNSUPPORTED,0.15,1
fd2554ec-bfc3-5218-a7d9-d62658604c23,0,clean,On Tour Forever,packaged_as,double album,4,UNCERTAIN,0.35,1
10e02bc7-d0ec-5f7e-818b-b4d1e26609b2,0,clean,Blues Traveler,known_for,extensive use of segues in live performances,9,UNCERTAIN,0.45,0
21011c17-7e61-555f-b873-50d56ced93b4,0,clean,Isabella Kelly,was,a Scottish novelist and poet,7,UNCERTAIN,0.55,0
96b924e0-75ab-54d3-b686-78d879998204,0,clean,Calibanus,subfamily_of,Nolinoideae,9,UNCERTAIN,0.45,0
0342e1f0-cbe4-51a7-8557-9933d4878bec,0,clean,Blues Traveler,genre,blues rock,9,UNSUPPORTED,0.15,1
